"","Sample1","Sample2","Sample3","Sample4","Sample5","Sample6","Sample7","Sample8","Sample9","Sample10","Sample11","Sample12","Sample13","Sample14","Sample15","Sample16","Sample17","Sample18","Sample19","Sample20","Sample21","Sample22","Sample23","Sample24","Sample25","Sample26","Sample27","Sample28","Sample29","Sample30","Sample31","Sample32","Sample33","Sample34","Sample35","Sample36","Sample37","Sample38","Sample39","Sample40","Sample41","Sample42","Sample43","Sample44","Sample45","Sample46","Sample47","Sample48","Sample49","Sample50","Sample51","Sample52","Sample53","Sample54","Sample55","Sample56","Sample57","Sample58","Sample59","Sample60"
"Gene718",-0.1397,-0.3608,0.1341,0.1338,0.1143,-0.1341,0.1098,-0.0277,0.2015,-0.0735,-0.4315,0.2354,-0.0394,0.2278,-0.0127,-0.3637,-0.1777,-0.1824,0.6184,-0.1657,-0.2814,0.2151,0.0626,-0.1663,0.0406,-0.0876,0.1997,0.1615,0.0745,-0.122,-0.387,-0.1342,-0.2961,-0.5859,-0.509,0.0135,0.2614,-0.29,0.1941,0.3746,0.3551,0.1191,0.2093,0.1754,-0.3608,-0.0037,-0.0709,0.3024,0.0483,-0.1926,0.3817,-0.3378,-0.2507,-0.2589,-0.1359,-0.0633,-0.0039,0.0907,0.3311,0.3663
"Gene719",-0.1083,0.0581,0.007,-0.3009,-0.0092,-0.7114,0.0362,-0.011,-0.0705,0.3476,0.4386,0.0061,-0.14,-0.0577,-0.0425,0.0954,-0.0441,0.4652,-0.022,0.1605,-7e-04,0.0188,0.064,0.2327,-0.079,-0.4042,0.2986,-0.328,-0.3511,-0.2527,0.0476,-0.3692,0.2667,-0.019,-0.0785,-0.3682,0.2447,0.4525,0.1258,0.0178,0.347,0.4153,-0.206,-0.7416,-0.1424,-0.6254,0.1781,-0.4846,-0.2245,-0.072,-0.1681,0.2074,-0.0893,0.4076,0.1988,-0.5553,0.4737,0.047,-0.336,-0.3843
"Gene720",0.6332,0.2243,-0.1452,0.5554,-0.2576,-1.2086,-1.4766,-0.1026,-0.3199,0.2495,0.4418,-0.3918,-0.5235,0.2191,-1.6935,-0.121,0.4065,-0.612,-1.1692,0.0233,0.1684,-0.6291,0.4827,0.4244,-0.118,0.0717,-0.1829,0.519,0.6102,0.0371,0.3965,-0.2314,-1.9493,0.5496,0.1766,-0.8105,0.5707,1.0834,0.0173,-0.8928,1.3321,-0.614,-0.6417,1.0681,0.5436,0.4851,0.0961,-0.0211,-1.8048,-0.7417,-0.4376,0.5136,-1.0523,-0.2132,-0.86,-0.4895,0.0116,-0.4876,0.8558,-0.5453
"Gene721",-1.3343,0.0286,-0.5039,-0.989,0.9654,-0.4782,0.0071,-1.1476,0.2381,0.16,-0.6362,0.6225,-1.5157,0.0506,2.7268,1.1363,0.0745,0.2435,-1.3949,0.5179,-0.36,-0.8103,-0.0049,2.0293,-2.8576,-2.4189,-1.4014,2.6011,-1.2085,1.7376,0.7593,1.96,0.3263,0.8448,-2.466,-0.3779,0.8812,1.9137,-1.343,0.5903,-0.0559,1.2171,0.629,-0.7657,0.0863,-0.9666,2.8815,1.5419,-1.5289,-0.8907,-0.2226,0.8028,2.2582,-0.4477,-1.3309,-2.0955,1.1592,0.1399,0.1237,2.1635
"Gene722",-0.0548,0.1396,-0.2229,-0.0359,0.246,0.1165,0.0803,0.0967,0.2769,-0.4068,-0.4313,0.1981,0.1081,0.0768,-0.6206,0.3755,0.1128,0.3977,-0.1843,-0.2492,0.3695,0.1903,0.1751,0.0678,3e-04,0.1754,0.4619,0.1856,-0.075,0.3699,0.0025,-0.1803,-0.0656,0.5152,0.196,0.1081,-0.1372,0.1905,0.1281,-0.2281,-0.0027,-0.5196,0.2632,0.338,0.0379,0.1805,0.0012,-0.0585,0.4562,0.2995,-0.3251,0.1083,-0.0236,-0.0983,0.1202,0.3794,0.0988,-0.041,-0.0526,-0.0407
"Gene723",-0.5766,-0.5406,-0.5388,0.4717,-0.7437,0.5679,0.4144,0.528,-1.0352,-0.3541,1.1982,-0.0675,-0.4639,-0.2991,0.066,-0.8555,-0.7269,-0.6005,-0.4169,0.0453,0.7374,0.6808,0.2104,0.3639,-0.2962,-0.0361,0.1141,-0.7593,-0.4309,0.7288,0.4156,1.0907,0.8364,-0.2555,0.116,1.1748,-0.4972,-0.4622,0.1071,1.2061,-0.4188,0.0039,-0.7743,0.694,1.454,-0.286,0.6703,-1.0111,-0.8218,0.5955,0.1138,-0.3794,0.8013,-0.1752,0.1308,-0.1814,-0.2308,-0.4593,0.2027,-1.0923
"Gene724",0.8721,0.6758,0.336,0.8181,0.303,0.4179,0.3652,-0.0096,-0.2915,-0.2275,0.8376,0.0812,0.0646,-0.6782,0.4239,0.6157,0.2283,-0.7683,-1.0377,0.5892,0.0664,-0.8009,-0.3838,0.0333,0.1226,-0.2411,0.0871,-0.3803,-0.4658,0.2632,0.2977,-0.9465,-0.9408,0.3592,0.3174,0.433,-0.1149,-0.4053,-0.6484,-0.4759,-1.3817,-0.1389,0.0469,-0.8614,0.2729,-0.3738,0.2003,0.4637,1.0799,0.2618,0.3636,-0.0608,0.8755,0.8602,-0.3916,0.2029,0.1598,0.3946,-0.1531,0.8445
"Gene725",0.1254,-0.0612,-0.0475,0.2931,-0.0316,-0.4678,-0.5198,0.1379,0.0658,0.0669,-0.0312,0.5459,-0.0358,0.6434,0.2324,-0.032,-0.1346,0.0409,0.0819,-0.0398,0.1748,-0.1387,0.0489,-0.6141,-0.0687,-0.3984,0.247,-0.0497,0.4305,0.2043,0.0546,-0.5668,-0.1028,-0.683,-0.1945,0.5867,-0.152,0.1314,0.1181,0.6557,-0.2201,0.3714,0.3684,-0.035,0.066,-0.2566,-0.105,-0.0494,-0.1428,-0.4917,-0.3606,0.0287,0.2171,0.2142,-0.1034,0.1713,0.2496,0.271,0.1119,0.0097
"Gene726",-0.1204,-0.6221,-0.031,0.2,-0.0257,-0.2237,-0.0835,-0.3823,0.1055,-0.1971,0.1469,-0.3043,-0.0913,-0.3653,0.1262,-0.0341,0.1674,0.0128,-0.0363,-0.2007,-0.1641,-0.1092,-0.2036,-0.0679,-0.2757,-0.005,0.1219,-0.2563,0.145,-0.4698,-0.0883,-0.0226,-0.2114,0.0226,0.0623,-0.3393,0.2152,-0.1343,-0.1865,-0.0291,0.0629,0.1443,-0.0174,-0.2106,-0.2389,-0.1515,0.1816,-0.4274,-0.143,-0.1322,-0.1063,0.1918,-0.0176,-0.0927,0.1617,-0.1284,-0.3297,0.1126,-0.1255,0.0793
"Gene727",-0.4056,-0.2326,-0.2252,-0.0911,-0.4216,0.1743,0.0408,0.038,-0.2967,-0.2905,-0.1361,0.1965,0.056,0.0545,-0.2877,-0.0294,0.3006,0.0857,-0.3524,-0.4704,-0.0922,0.0448,-0.0633,-0.1192,-0.5845,-0.0224,-0.5994,-0.2864,-0.1599,-0.5795,0.0685,0.168,0.0154,-0.4471,-0.1786,-0.2865,0.3529,-0.2308,0.4101,-0.2521,-0.2445,-0.2866,0.1325,0.4741,0.1208,-0.4009,0.2836,0.662,-0.3037,0.2759,-0.3494,0.3046,-0.2155,0.1622,0.0088,0.196,-0.3646,-0.0028,-0.5808,-0.0392
"Gene728",0.2566,0.0495,0.0116,0.3289,0.1252,-0.0668,-0.6072,-0.1805,0.4095,-0.1815,-0.5154,0.6128,-0.1231,0.4282,-0.3511,-0.238,0.1088,9e-04,0.2578,-0.072,-0.0912,-0.4022,0.5378,0.4635,0.069,-0.4306,0.0291,-0.1821,-0.2151,-0.2255,-0.1981,0.1696,0.2864,0.128,0.0656,-0.0688,-0.396,0.122,0.1472,0.6367,-0.0179,0.5504,-0.4766,-0.3113,-0.2119,-0.6247,-0.2109,0.5016,0.0073,0.2431,0.0914,0.3168,-0.146,0.1118,0.2927,-0.1582,0.2294,0.3556,-0.4062,-0.1814
"Gene729",0.8232,0.6631,0.2844,0.2991,-1.1138,-0.2502,1.1147,-0.9198,-0.2864,-0.4826,0.8386,-0.9237,-1.0163,0.0211,1.2006,-0.0068,-0.3923,-0.4135,0.8625,-0.3717,0.337,-0.2784,-1.8346,-0.4098,-0.5089,0.3842,-1.0243,-0.3424,-0.0643,-0.716,-0.4617,-0.7967,0.2181,-1.3469,0.1482,0.0454,-0.1791,-0.4766,0.1329,0.4606,-1.5291,0.4134,1.4838,-0.6535,-0.7724,0.586,-0.7781,-0.3633,0.0674,-0.0541,0.2422,0.817,0.1177,-0.7558,0.6815,-0.1649,-0.8173,0.5783,-1.1305,0.7608
"Gene730",-0.5141,0.0455,0.0767,-0.0022,-0.3786,0.033,0.1514,0.1815,-0.0661,3e-04,-0.1994,0.0471,0.0523,0.2712,-0.0405,0.2444,0.3924,0.0936,-0.2687,0.0618,0.0373,-0.1756,0.1497,0.3016,0.0732,0.1531,0.1033,0.0301,-0.2405,-0.2686,0.2065,-0.1698,-0.2621,0.6787,-0.1425,0.1096,-0.1151,-0.1642,0.1414,0.0764,0.1283,0.2339,-0.3822,0.2687,-0.0663,0.1556,0.151,-0.0595,0.0583,-0.0132,-0.2189,-0.2309,-0.0348,-0.509,0.1296,0.9111,0.3472,-0.0462,0.0974,0.2145
"Gene731",-0.5239,-0.6757,-0.7304,0.3274,-0.3999,0.2911,0.1737,0.1026,-0.0256,-0.435,0.594,0.6226,-0.0704,-0.0869,0.0928,0.4678,0.2979,-0.435,0.3833,0.1693,-0.2451,-0.3156,-0.9166,-0.976,-0.6705,-0.0042,0.0324,-0.5547,-0.1108,-0.6544,0.2812,-0.5857,0.2228,-0.0533,-0.4338,-0.4111,0.4551,-0.7987,-0.01,-0.2844,-0.3852,-0.7668,-0.6385,-0.5995,-0.4049,0.3576,0.0796,-0.3399,-0.4611,-0.017,-0.199,0.4316,-0.1682,0.3839,-0.1883,-0.0932,0.0022,-0.0405,-0.4344,0.3642
"Gene732",0.345,0.1164,-0.4528,-0.2223,-0.7943,-0.6119,0.4743,-0.029,0.113,-1.0116,0.7879,-0.1713,-0.0019,-0.0297,-0.0965,-1.1952,0.4889,0.7238,0.0253,-0.3005,0.7759,-1.4728,-0.6531,-0.6297,0.091,1.1636,-0.4703,0.0303,0.6071,0.5903,0.9074,-0.3635,0.2702,0.586,0.1339,-0.8995,0.2159,-0.2686,-0.6839,-0.5342,-0.7151,0.6893,-0.3685,-0.5546,-0.9968,0.6737,-0.2871,0.1222,-0.3363,0.5155,0.3669,-0.4286,-0.0497,0.1179,0.9494,-0.1985,0.0438,0.1444,-0.8153,0.306
"Gene733",0.3765,0.7816,0.109,0.0354,-0.205,0.2111,0.0771,-0.147,-0.2108,0.1953,0.0682,-0.1617,0.5801,-0.691,-0.1637,0.3308,0.0477,0.1479,-0.0767,0.2527,-0.0319,0.169,-0.6187,-0.5239,0.4041,-0.1673,-0.7758,-0.004,-0.1393,-0.0296,-0.3042,0.3364,0.1066,-0.3098,0.303,0.2522,0.1533,0.4934,0.3338,-0.4626,-0.3322,-0.121,0.2494,-0.5341,-0.0184,0.0204,-0.0066,-0.3426,-0.0309,-0.8111,-0.0217,-0.0835,-0.4105,-0.2585,0.5349,0.2947,-0.132,0.0282,-0.3012,0.7707
"Gene734",0.1818,-3.5865,-0.0783,1.0515,3.1193,0.2965,0.7069,0.0235,-0.4775,0.159,-0.6515,0.6574,1.1486,1.2261,-1.3908,0.0226,-1.5686,0.6889,-1.2877,0.5166,-2.2919,0.1459,-1.2129,-0.8846,-0.9718,3.3381,-0.2971,0.9346,3.1163,-1.0191,-1.8769,-0.7115,2.1957,0.2926,0.5588,-1.5572,0.7272,-0.1857,0.5983,-1.9444,0.9456,0.5353,2.12,0.2009,0.701,-1.8975,0.181,1.7484,1.2539,0.0383,-2.6595,0.3313,0.1598,-1.1217,-0.6269,-3.0006,-1.0949,2.3772,0.9894,1.1255
"Gene735",-0.9182,-0.0266,0.2761,-0.1968,0.2412,0.3352,0.1581,0.59,0.3744,-0.4694,-1.0081,-0.3547,-0.1008,-1.4306,-0.8174,-0.8901,0.1548,0.3893,-0.5766,0.0308,-0.7515,-0.8301,0.6383,-0.2768,0.0339,-0.1171,0.2128,-0.6663,0.2459,0.7798,-0.0345,-0.2286,0.9278,-0.1476,0.6214,0.6627,-0.6391,-0.8885,0.1172,1.1392,-0.129,0.0378,0.6579,0.4232,1.0482,-0.0461,1.5465,-0.6782,0.8305,0.4708,0.2949,-0.0405,-0.1739,1.4005,-0.3927,0.0441,-0.3276,0.7449,-0.2453,-0.8526
"Gene736",-0.176,-0.1648,0.6815,-0.3769,-0.1068,0.3036,0.0415,-0.0282,0.2166,1.0771,-0.211,0.6298,0.4982,0.0557,0.0557,0.4845,-0.5454,0.1235,-0.1646,-0.2509,-0.27,0.0237,0.013,0.3505,-0.1983,-0.7565,-0.0519,-0.3568,0.3537,-0.1787,-0.2709,-0.9371,0.1361,0.0382,0.2217,0.2182,-0.3753,-0.2709,-0.2611,0.4694,-0.0217,-0.5095,-0.4861,-0.6399,-0.0654,-0.219,-0.3142,-0.6732,0.122,-0.0869,1.0101,0.1529,0.17,0.0904,0.0403,0.3088,0.0947,-0.1926,-0.2876,-0.2397
"Gene737",0.4326,-0.3608,-0.4277,0.0785,0.3886,0.2673,0.1991,0.0128,-0.5829,-0.2138,0.1374,0.0977,-0.1946,0.564,-0.0762,-0.3658,-0.0234,0.0492,0.4346,0.4205,0.2751,0.1618,-0.6448,0.0321,-0.4289,0.2359,-0.2256,-0.2209,-0.2062,0.5117,0.0525,-0.1248,-0.0478,0.1373,0.4726,0.1169,0.3172,-0.1143,-0.0781,-0.0343,-0.6102,0.2253,0.0517,-0.3961,0.0383,0.3545,-0.0577,-0.4166,-0.5534,0.0671,-0.3608,0.0581,-0.6828,0.1404,-0.3979,0.0647,-0.1974,0.3407,-0.3253,0.641
"Gene738",-0.7239,0.6036,0.0401,-1.0582,0.2306,-0.2173,0.0367,0.0509,0.5582,-0.3031,-0.2808,-0.0326,-0.0101,-0.2095,-0.3918,0.0243,-0.0445,-0.0626,-0.2428,-0.1577,0.1537,-0.2037,-0.0149,-0.1893,-0.6585,0.2812,-0.3993,-0.0927,-0.1536,0.1189,-0.1437,-0.4138,-0.2561,0.34,0.1684,-0.173,-0.0046,0.163,-0.2469,-0.2855,-0.2534,-0.0748,0.2048,-0.5444,0.2018,-0.1654,0.0247,0.306,0.4732,-0.0991,0.3272,0.2892,0.4828,0.0253,-0.1186,0.1368,0.1379,0.0119,-0.2766,-0.0641
"Gene739",0.0879,-0.3787,-0.9044,1.1805,1.1544,0.902,0.1485,-0.191,-0.0195,-1.1811,0.01,-1.4065,0.3203,0.445,0.4196,-0.4869,0.4051,-0.33,0.7172,0.7377,0.258,-0.1658,-0.3899,0.7691,-0.1993,0.0943,-0.3378,-1.4256,-0.6009,-0.4674,-0.4175,-0.3332,-0.2247,-0.0358,0.5408,0.3239,0.396,0.3605,0.3116,-0.2175,-0.6173,0.8751,0.3839,-0.9007,-0.632,0.0437,-0.7902,-0.3444,0.4068,0.0769,0.3119,0.3343,0.04,-0.5981,0.1804,0.1434,-0.5134,0.2398,0.602,0.0457
"Gene740",0.237,0.4215,0.3557,0.0196,0.4844,-0.2531,-0.3772,0.8043,-0.1142,0.2046,-0.679,0.2447,-0.4378,-0.0944,0.0249,0.0151,-0.1025,-0.2276,-0.434,0.6254,0.3278,-0.1512,0.4463,-0.665,-0.1991,0.1379,0.0147,0.2689,0.3058,-0.0486,-0.5312,0.3401,0.0703,0.2815,0.1193,0.0131,0.3696,-0.213,-0.2307,0.2312,0.0478,0.4071,0.1516,0.4115,0.2341,0.2828,-0.2466,-0.0414,0.211,0.2892,-0.5577,0.2388,0.117,-0.2007,0.1264,-0.0484,0.2224,-0.0414,-0.2705,0.3866
"Gene741",-0.0459,0.3976,0.8917,0.0496,0.1729,-0.2392,-0.1624,0.3466,0.2426,0.0918,-0.1022,0.3771,-0.2386,-0.2731,-0.1812,0.4158,-0.2446,0.2009,-0.0079,0.171,0.0194,0.2584,-0.1436,0.2361,0.0879,-0.2701,0.2593,-0.0842,0.2124,-0.1253,0.0922,0.1034,-0.1625,-0.1053,0.2941,-0.0173,-0.0605,-0.073,-0.1825,0.4087,-0.3444,0.159,0.1714,-0.4341,-0.059,0.0805,0.0747,-0.2487,-0.0727,0.1549,-0.3638,0.3554,0.6033,0.543,0.3477,-0.1317,-0.2233,-0.0347,-0.0999,0.1737
"Gene742",-0.3915,0.3116,0.3541,-0.2043,0.1665,-0.3451,-0.2752,-0.2583,-0.1664,0.6648,-0.4443,0.0316,-0.0304,-0.0996,0.1476,0.5419,-0.4541,0.0403,0.0791,-0.1855,-0.2669,-0.1966,0.2348,0.3893,0.2638,0.0352,0.2017,0.6451,0.15,-0.2004,0.1161,0.0506,0.249,-0.7698,-0.0063,0.0614,0.1462,-0.1719,-0.1343,0.3618,0.0492,-0.0753,-0.4508,-0.3215,-0.6268,0.5442,-0.2385,-0.0559,0.0687,0.2181,0.2184,-0.2879,-0.0959,-0.0334,0.1423,-0.7111,-0.3184,-0.1831,-0.0536,0.1196
"Gene743",0.0963,0.1884,-0.5724,0.2755,0.1414,-0.5949,-0.6599,0.9479,-0.359,0.2223,-0.4562,0.0731,-0.2844,-0.158,0.2555,0.5524,-0.8544,0.7579,-0.2116,0.7815,-0.1049,-0.431,0.146,0.7445,0.0419,-0.162,-0.2594,-0.4707,0.54,0.7628,-0.2699,-0.6453,0.426,-1.2158,0.1262,-0.4795,0.5542,-0.3276,-0.49,0.3599,0.2229,-0.8409,0.4433,-0.1841,0.646,-0.3972,-0.4217,-0.4674,0.0208,0.3251,-0.6028,0.148,0.0027,-0.0468,0.4484,-0.2921,-0.1627,0.3103,-0.4332,-0.0881
"Gene744",-0.2834,0.3742,-0.0138,-0.0942,0.0338,-0.0814,-0.2197,-0.0644,-0.0633,0.083,0.17,-0.1299,-0.2508,-0.5369,0.0282,0.2099,0.189,-0.0624,-0.0414,0.0772,-0.1579,-0.2529,-0.0781,0.1624,-0.0262,0.1223,0.0612,-0.1012,-0.0475,-0.0683,-0.3109,0.3619,-0.0517,0.0648,0.0899,0.1927,-0.2826,0.0391,-0.1431,-0.0972,0.1497,-0.2632,-0.0841,-0.2323,0.1398,-0.0436,0.131,-0.299,0.0542,-0.2325,-0.1478,-0.2687,0.0268,-0.0086,0.198,0.1371,0.0289,-0.043,0.0641,-0.2863
"Gene745",-0.0364,-0.0134,-0.0917,0.4091,-0.1779,-0.1125,-0.1933,0.1682,-0.0589,0.0253,-0.3082,-0.2173,-0.0784,0.0043,-0.1693,0.438,-0.0163,-0.017,0.2373,-0.0208,-0.033,-0.128,-0.2331,-0.393,-0.0792,-0.1313,0.0235,-0.3966,-0.0739,0.2215,-0.2014,-0.5355,-0.0962,-0.0316,-0.0036,-0.0607,-0.1187,-0.1867,-0.2283,0.102,-0.0329,-0.1099,-0.0428,-0.0445,0.1641,0.0967,-0.2262,-0.0906,0.0556,-0.0403,0.0712,0.0599,0.0971,-0.027,-0.0079,0.21,-0.0951,-0.4283,-0.003,-0.0521
"Gene746",0.1314,0.1233,0.7187,0.3277,-0.0891,0.9166,-0.6107,-0.4441,-0.586,0.1708,1.3945,0.3674,0.8869,-0.4671,-1.1061,0.0982,0.1924,0.4095,-0.1292,-0.0218,-0.2262,-0.2098,-1.2992,-0.7121,0.126,-0.4511,-0.3906,-0.1182,0.3156,0.9178,-0.6577,0.289,-0.9533,0.0789,-0.5155,0.1973,-0.4854,-0.0394,-0.0965,-0.0522,-0.4626,-0.8724,-0.032,-0.4132,0.0478,-0.6374,0.3712,0.4268,1.0535,-0.5119,-0.2941,0.3295,-0.0727,-0.4682,-0.0935,0.256,0.6944,0.5039,-0.5815,-0.1353
"Gene747",-0.8653,0.2775,-0.0215,0.2477,0.709,-0.2518,-1.0075,0.8118,0.0396,-0.1681,-1.136,0.3196,-1.0404,-0.1671,0.3412,-0.2897,-0.1645,-0.0232,-0.8374,0.0491,0.5109,-0.2596,-0.1337,0.6393,-0.0566,0.0415,-0.041,0.0596,-0.5817,0.1053,0.3327,-0.4691,-0.0893,0.5152,-0.0109,-0.0297,0.5591,-0.5509,0.8502,0.0085,-0.0561,0.4851,0.75,0.7064,-0.1955,-0.3561,0.2622,0.2239,0.3189,-1.0402,-0.0901,0.6308,0.1837,0.3149,-0.3852,-0.4611,-0.1105,-1.2305,-0.7257,0.387
"Gene748",0.2832,-0.1757,-0.0713,0.3371,-0.1512,-0.0265,0.4343,-0.4961,0.2308,-0.3048,0.7699,0.302,-0.063,-0.355,0.6118,-0.1426,-0.4919,0.0949,-0.2836,0.0486,0.1378,-0.4928,-0.5851,-0.1068,-0.8399,0.331,0.487,0.1836,-0.17,-0.3716,-0.5,-0.1415,-0.4539,-0.311,0.3564,0.0387,0.3721,-0.2037,0.389,0.3754,0.0064,0.4678,0.3889,-0.1791,-0.3198,0.1724,-0.1371,-0.1794,-0.1455,0.2419,0.1219,0.1486,-0.3239,0.0498,0.3516,-0.2202,-0.244,-0.2713,-0.4887,0.0065
"Gene749",-0.0487,-0.5591,0.6199,-0.2165,0.6239,-0.0132,-0.7887,0.0181,0.2216,-0.0819,-0.1707,0.411,-0.2391,0.2334,-0.2759,0.4039,-0.4679,0.4067,-0.0657,-0.01,-0.4413,0.3018,0.3711,-0.0506,0.4283,0.0279,-0.2665,0.0411,0.3095,-0.7057,0.5672,-0.1415,-0.1263,-0.1307,-0.6452,0.262,-0.2882,-0.1811,-0.3701,0.3209,0.3496,-0.3236,0.0354,0.2443,0.6649,-0.1742,0.3865,-0.0971,0.0938,-0.5303,0.3079,-0.5583,0.2713,0.3008,-0.0344,-0.2574,0.4029,0.0054,0.0295,-0.356
"Gene750",-0.1143,0.0395,0.2521,0.0595,-0.0858,-0.0924,0.3952,0.2316,-0.0961,-0.0377,-0.0282,0.3382,-0.3113,-0.111,-0.1295,-0.174,0.1248,-0.0318,0.262,-0.1406,0.3148,0.03,0.1548,0.0218,0.0543,0.1831,-0.403,0.0559,0.1412,0.2825,0.0075,-0.1098,-0.0808,0.0612,-0.3204,0.1599,-0.0047,0.003,0.021,-0.2936,0.1642,-0.0048,-0.1058,0.0232,-0.5375,-0.02,0.138,0.2276,0.0608,-0.2168,-0.2727,-0.2397,0.0826,-0.1208,-0.2233,-0.1206,0.1307,0.0787,0.3072,0.2902
"Gene751",0.2281,0.285,-0.3966,0.5837,0.3238,-0.0796,0.5027,-0.2033,0.3859,0.0416,-0.1568,-0.8396,0.7149,0.6467,0.1448,-0.4976,0.2982,-0.6154,0.3685,0.263,0.4845,-0.1782,0.1012,0.5202,0.1657,0.4391,0.3459,0.1116,-0.1558,0.2046,-0.2032,0.3217,-0.2612,1.0045,0.0041,-0.346,0.0539,0.211,0.4771,-0.0245,-0.1122,0.7322,0.5194,-0.4887,0.5072,0.3437,0.0542,0.2029,0.0158,0.4418,0.384,0.4161,-0.3904,-0.352,-0.1895,0.2888,-0.0093,0.0889,0.0702,0.6869
"Gene752",0.7086,0.4894,-1.2213,1.1724,-2.037,-0.4587,-1.3236,-1.298,-1.3506,-0.3602,0.9715,1.2441,0.5979,1.3849,0.947,0.9593,-0.6477,-0.3672,-1.6224,0.117,1.7645,0.379,-1.0408,0.0113,2.396,-0.5318,2.0556,-0.2899,1.201,1.9763,1.3786,0.4688,-0.0923,2.4793,-0.3243,1.1021,-0.5562,-0.4218,2.4145,-1.1017,0.4384,0.2142,0.1664,-1.3142,0.6559,-1.7379,-0.8363,0.6048,1.653,-1.2044,1.7927,-0.468,-0.0514,1.5203,-0.2279,1.2888,-0.3339,-0.679,0.4191,-0.6235
"Gene753",-0.1041,-0.1837,0.1014,-0.194,0.1595,0.1966,-0.131,0.4828,-0.3807,-0.9865,-0.3308,-0.0185,0.2408,-0.0917,-0.1298,-0.142,-0.6766,-0.2054,0.0715,-0.4105,0.073,0.0756,-0.2561,-0.3298,-0.0478,-0.6727,0.3127,-0.3027,-0.1295,0.2674,-0.4347,-0.0095,-0.128,-0.0273,0.1598,-0.0726,-0.1904,-0.1866,-0.0673,0.1833,-0.4712,-0.1945,0.4941,0.2054,0.1542,0.1729,-0.3091,0.4274,-0.4962,-0.0675,-0.0993,0.0608,-0.3797,-0.2888,-0.0338,-0.5917,-0.1858,-0.1664,-0.1568,-0.3137
"Gene754",-1e-04,-0.193,0.4567,-0.154,-0.236,0.119,0.1426,0.0422,0.4702,0.0667,0.3067,0.2523,-0.1822,-0.1714,-0.1753,2e-04,-0.2178,-0.1886,0.1054,-0.1968,-0.1246,0.0258,0,0.0819,0.2358,-0.1962,0.1137,0.0677,0.1298,-0.0751,-0.0621,-0.3187,-0.0965,-0.0643,-0.0488,-0.14,-0.0544,-0.2339,0.3265,0.2773,0.1631,-0.2549,0.2384,-0.3018,0.3173,-0.3387,0.3486,-0.1253,-0.1732,-0.1596,0.1275,0.36,-0.2334,-0.2885,-0.0511,-0.3295,-0.1115,-0.1398,0.1774,0.0773
"Gene755",-0.325,-0.029,0.8609,0.074,-0.1227,-0.6377,-0.6379,0.1795,0.0544,1.0471,0.1547,0.3408,-0.1824,0.1979,-0.0619,0.4789,-0.3535,0.2755,-0.1344,0.4179,-0.8976,-0.3629,0.9378,-0.1432,0.289,-0.2235,-0.017,0.2501,0.6708,-0.3879,0.0903,-0.3387,0.2046,-0.2771,-0.4518,0.0056,-0.2284,-0.4719,0.3709,0.3639,0.4373,-0.8685,-0.2513,0.3926,0.9398,-0.3782,0.3791,0.0627,0.1704,-0.5693,0.594,0.0596,-0.065,0.4502,-0.1861,0.1316,0.5269,-0.6451,0.1295,-0.1686
"Gene756",0.3488,-0.1338,0.1625,-0.4482,0.2241,0.25,-0.1264,0.097,0.1473,-2e-04,0.398,0.3938,0.3492,0.3037,-0.0274,-0.2917,0.1623,0.2333,-0.0853,-0.1853,0.0918,-0.5093,-0.0893,-0.2751,0.3184,0.0839,-0.0436,-0.1682,0.0421,-0.0122,-0.1322,-0.0286,0.5534,0.1659,0.0336,0.0855,-0.0709,0.3318,0.3021,0.4599,0.1202,0.1558,0.3391,0.2143,-0.1308,0.2657,0.1665,0.1093,-0.3319,0.0321,-0.0678,0.1873,-0.1134,0.1055,0.1928,0.1351,-0.1772,0.2542,0.0961,-0.1613
"Gene757",0.5696,-0.368,-1.3933,0.6471,-0.2881,-0.2031,0.2582,-0.2265,-0.2108,-0.3456,-0.026,0.4676,0.9682,-0.1224,0.5861,0.2435,-0.1806,0.821,0.2365,0.1545,0.4994,0.4097,-0.0526,-0.1048,0.8243,-0.1418,-0.0961,0.237,-0.1367,0.3296,-0.6256,0.1475,-0.0893,1.1313,0.1516,-1.1511,-0.2243,0.2038,-0.5814,-0.786,-0.0196,0.0726,-0.8357,0.1358,0.7535,0.1456,0.2452,-1.0874,-0.0841,-0.4479,0.0785,-0.5077,0.0105,0.0134,0.1901,-0.7067,0.3405,-0.3368,0.7468,0.4676
"Gene758",-0.2767,0.005,-0.1365,0.0054,0.4243,0.356,-0.0014,0.1279,-0.283,0.2889,0.0186,-0.3156,-0.3476,-0.2135,-0.2079,0.0265,0.3353,0.3663,0.4305,-0.0064,0.2588,-0.173,0.3013,0.0878,0.4948,-0.1854,0.0184,0.4127,-0.3163,0.119,0.1718,0.162,0.2628,-0.0286,-0.0597,-0.1574,0.0164,-0.3284,-0.631,-0.0334,0.0104,-0.0776,0.1557,0.5592,0.1187,0.0428,0.6891,-0.0446,-0.0625,0.0964,-0.148,-0.0343,-0.0778,0.1182,0.2232,0.0892,0.4183,0.2151,-0.3478,0.3471
