"","Donor1","Donor2","Donor3","Donor4","Donor5","Donor6","Donor7","Donor8","Donor9","Donor10","Donor11","Donor12","Donor13","Donor14","Donor15","Donor16","Donor17","Donor18","Donor19","Donor20","Donor21","Donor22","Donor23","Donor24","Donor25","Donor26","Donor27","Donor28","Donor29","Donor30","Donor31","Donor32","Donor33","Donor34","Donor35","Donor36","Donor37","Donor38","Donor39","Donor40","Donor41","Donor42","Donor43","Donor44","Donor45","Donor46","Donor47","Donor48","Donor49","Donor50","Donor51","Donor52","Donor53","Donor54","Donor55","Donor56","Donor57","Donor58","Donor59","Donor60","Donor61","Donor62","Donor63","Donor64","Donor65","Donor66","Donor67","Donor68","Donor69","Donor70","Donor71","Donor72","Donor73","Donor74","Donor75","Donor76","Donor77","Donor78","Donor79","Donor80","Donor81","Donor82","Donor83","Donor84","Donor85","Donor86","Donor87","Donor88","Donor89","Donor90","Donor91","Donor92","Donor93","Donor94","Donor95","Donor96","Donor97","Donor98","Donor99","Donor100","Donor101","Donor102","Donor103","Donor104","Donor105","Donor106","Donor107","Donor108","Donor109","Donor110","Donor111","Donor112","Donor113","Donor114","Donor115","Donor116","Donor117","Donor118","Donor119","Donor120","Donor121","Donor122","Donor123","Donor124","Donor125","Donor126","Donor127","Donor128","Donor129","Donor130","Donor131","Donor132","Donor133","Donor134","Donor135","Donor136","Donor137","Donor138","Donor139","Donor140","Donor141","Donor142","Donor143","Donor144","Donor145","Donor146","Donor147","Donor148","Donor149","Donor150","Donor151","Donor152","Donor153","Donor154","Donor155","Donor156","Donor157","Donor158","Donor159","Donor160","Donor161","Donor162","Donor163","Donor164","Donor165","Donor166","Donor167","Donor168","Donor169","Donor170","Donor171","Donor172","Donor173","Donor174","Donor175","Donor176","Donor177","Donor178","Donor179","Donor180","Donor181","Donor182","Donor183","Donor184","Donor185","Donor186","Donor187"
"ENSG00000197594.11_ENPP1",0.3542,-0.8128,0.2367,0.4177,1.6891,0.1416,0.5613,-0.6598,0.3652,0.7683,-0.5516,0.2344,-0.6127,-0.2464,-0.2685,0.4135,-0.0846,0.4833,-0.9258,-0.2901,-0.0534,0.1492,0.4777,0.5755,-0.0852,-0.006,-0.511,0.2994,1.0465,0.2323,-0.837,-0.1069,0.2856,0.028,6e-04,0.5616,0.1724,-1.3584,0.3897,-0.0666,-0.1058,-0.5098,-0.3171,-0.2937,-0.5353,0.1082,0.1143,0.7282,0.0332,1.1872,-0.0106,0.1777,0.0377,0.1544,-0.0371,-0.1542,0.4308,-0.3901,0.6158,1.5265,-0.6424,-0.0647,-0.4678,-0.3221,0.9069,0.2479,-1.1136,-0.4563,-0.5077,0.5992,0.5329,-0.0747,-0.214,0.9146,0.2275,-1.2179,0.8412,-0.1288,0.7883,0.3999,-0.5928,-0.4612,0.7392,-0.117,-0.2724,0.2243,-1.0863,0.2077,0.0881,-0.2354,-0.6442,0.1045,-0.1897,0.9969,-0.1654,0.5127,0.484,0.7739,0.808,0.8695,-0.4476,-0.0844,-0.0307,0.1342,-0.3557,-0.1362,-0.3369,0.174,0.2447,-0.2983,-0.5845,0.5291,0.6646,-1.024,-0.764,-0.6601,-0.0734,0.2581,-0.8584,-0.1277,-0.3495,0.3939,-0.495,-0.2353,0.1468,0.4874,-0.2436,0.3236,0.3295,-0.2422,-0.5607,-1.865,0.7164,0.6616,0.5455,-0.8039,-0.8243,-1.7758,-0.5024,-0.7762,0.6076,-0.2783,0.3352,0.2418,-0.3668,0.1564,-0.6036,-0.1387,0.0891,0.1263,0.2263,-0.4582,-0.3403,0.0257,-0.5164,0.0708,-0.3192,-0.451,-0.2894,-0.3302,0.1392,0.7754,-0.962,0.6099,0.0144,0.0264,0.2085,0.8832,1.312,0.0054,0.4208,0.0336,-0.2807,0.2511,0.1874,0.1241,0.6987,0.13,-0.011,-0.1553,-1.0751,-0.1572,-0.0752,-0.1538,0.5455,0.2842,-0.1808
"ENSG00000118523.5_CTGF",-0.2396,-0.1243,-0.6995,1.9405,0.7151,1.6005,-0.0261,0.033,-0.1427,0.6835,-0.4983,1.3575,-1.964,0.5324,-0.6903,-0.0544,-0.6075,2.0328,-0.9199,-1.6433,0.6051,0.7666,0.117,-1.2609,1.2787,0.3339,-0.3701,0.4389,0.9949,-0.9851,-1.0235,0.7308,-0.0395,-0.1917,0.294,-0.0797,-0.1691,0.414,0.9712,1.3807,0.5213,1.0231,-0.475,-1.3567,-0.1867,-1.0693,0.1244,1.5905,-1.1573,2.3578,-1.6445,1.275,1.3055,0.163,-0.5925,-0.9998,-0.2706,0.7252,0.8683,1.3905,-1.7726,-0.3002,-1.9088,-0.0827,0.5871,1.4782,-2.3079,-0.0949,1.3689,0.6303,0.7767,-0.002,0.614,0.7314,7e-04,0.8178,-0.1741,-1.836,0.7354,0.4185,-0.6977,-0.743,2.0562,-0.8692,0.1445,1.8212,-0.6872,-0.4067,0.4529,0.0575,-0.7854,-0.1506,-0.4718,2.3014,1.1991,-0.0142,1.2013,0.6746,0.4694,0.6497,-1.1125,-0.9814,-0.429,0.7464,0.2986,-0.8594,1.1391,0.0427,0.2619,-0.3733,-1.9266,-0.9807,0.8734,-0.4416,-0.7261,-0.1703,-0.8964,0.9716,-0.4551,-0.9615,-0.2082,-1.2092,-0.3884,-0.8047,-0.2671,-0.3026,0.882,0.6369,-0.8152,0.929,-0.9707,0.0322,0.405,-0.4059,1.0144,-0.6891,-1.7852,-1.6406,-1.2688,-0.4552,1.3785,0.0414,1.062,-0.5576,-1.0788,0.5593,-1.9043,0.0751,-0.7825,-0.4072,0.8931,0.4152,-0.4647,0.7865,-0.614,-0.3621,-0.791,0.1896,0.8735,-1.6133,-0.5749,0.9036,-2.2246,0.1255,0.4534,-0.4158,-0.5681,0.3793,1.378,0.257,-1.2161,-0.902,0.1978,-0.0168,0.0675,-0.3321,0.4978,0.4623,0.8425,0.6838,0.0405,-0.1056,0.2622,-0.3588,-0.8547,1.4512,0.1942
"ENSG00000079931.14_MOXD1",0.1635,-0.5457,-0.006,-0.3546,0.1444,0.3777,-0.7769,0.373,0.0971,0.6014,0.2715,0.6553,0.2595,-0.2059,-0.4344,0.3719,0.9838,0.593,0.0013,0.0043,0.6148,0.0388,0.8211,0.9292,-1.0514,0.1767,0.0167,0.9323,0.3801,0.2299,0.1488,0.4135,-0.0031,-0.3739,1.2301,-0.4577,0.3891,-0.7356,0.5871,-0.1442,-1.5115,-0.0448,-0.1636,-0.385,-0.8424,-1.2478,-0.0761,0.3108,-0.0591,0.2707,-0.9793,-0.0116,-0.298,0.1558,-0.1741,-0.0977,0.0091,0.0407,-0.0761,0.5887,-0.8622,0.209,-0.8775,0.7632,0.5944,0.6833,-0.4484,-0.2383,-0.1946,0.6896,0.6398,0.359,0.9506,1.6084,-0.0136,-0.2431,0.4481,-0.9471,1.22,0.4926,-0.1237,0.7802,0.2854,-0.0824,0.4895,-0.4815,-0.7708,-1.144,-0.0079,0.6759,-0.4747,-0.9188,-0.1396,0.3991,0.8344,-1.0041,0.933,0.1863,0.69,0.6502,-0.5642,0.5132,0.8154,-0.2323,-0.7197,0.141,0.3527,0.3724,-0.6113,-0.3551,0.54,-0.358,0.7199,-0.6008,1.0351,-0.2181,-0.5646,-0.2491,-1.5912,-0.1373,0.1012,0.0453,-0.9622,-0.2411,0.0752,0.86,-0.4396,0.4115,-0.3217,0.142,0.7377,-1.403,0.3053,-0.493,0.19,-0.033,-0.4791,-1.2934,0.0443,-0.1452,-0.2988,-0.0358,0.1101,-0.0941,-0.3876,0.4161,0.5982,-0.6808,0.1051,-0.1184,0.5391,-0.4576,0.0887,-0.7714,0.4012,0.4345,-0.1182,-0.8781,-0.5533,0.3323,-0.0501,0.1054,-0.4626,0.5297,-0.4316,0.3322,-0.2198,0.755,-0.9142,0.0658,-0.3023,-0.161,0.0939,-0.0583,-0.753,0.1462,0.3644,0.0462,0.0251,0.5422,-1.0066,0.1246,-0.8857,0.5597,-0.3072,0.2224,-0.1163
"ENSG00000118515.11_SGK1",-0.082,0.3747,-0.4429,0.713,0.1414,-0.187,1.4041,-0.2325,0.2342,0.1809,-0.5618,-0.0579,-0.326,0.1001,-0.1756,0.769,-0.7604,1.4772,-0.0223,-0.6805,-0.1983,-0.4324,-0.4337,-0.2885,1.802,0.6046,-0.6597,-1.0211,-0.5327,-0.1581,0.9245,5e-04,-0.2087,0.3257,-0.0835,-1.2496,-0.687,0.5121,-1.0672,-0.0769,-0.2654,0.3937,-0.3894,0.3222,-0.0735,0.298,-0.7776,-0.2433,-1.0113,1.2767,-0.8734,1.2367,0.4152,-0.1715,0.0352,0.4589,0.0021,-0.3471,0.3367,-0.0653,0.1547,-0.1279,0.5982,-0.2461,1.3007,-0.4902,-0.4283,0.1431,0.8898,0.6106,0.2028,-0.6304,0.7129,-0.301,0.2214,1.5247,0.0189,1.0326,0.696,0.0029,0.7048,-0.8512,2.0181,0.751,0.1615,0.5427,1.6878,0.4678,0.0202,-0.7571,-0.0368,-0.3778,1.8771,0.04,-0.5386,1.4028,-0.4801,0.1775,-0.9315,0.3519,-0.2204,-0.0441,-0.1856,0.5439,1.2229,-0.4673,0.9256,0.0574,-0.342,-0.7037,-0.7726,-0.6409,-0.4947,-0.61,-0.2056,0.631,-0.4036,-0.4388,0.9381,-0.3424,-0.2705,-0.7829,-0.8963,-0.9093,-1.5519,-0.3003,-0.6992,0.9013,-0.4536,-0.085,-1.5688,2.2591,-0.647,-0.5319,-0.3845,-0.7741,-1.3503,3.0822,-1.2492,-0.2371,0.426,-0.7687,0.3922,-0.7145,-0.1614,-0.3833,-0.5309,0.532,0.3351,-0.3765,-0.8261,-0.611,0.2598,-0.3483,-0.2577,-0.3758,0.1607,-0.6915,-0.1997,-0.6368,-0.2396,2.037,-0.8973,0.0859,0.9144,0.3794,-0.0408,-0.3137,-0.7461,-0.0207,-0.5855,-0.1878,0.3893,-0.3042,-0.0426,-0.3565,-0.0846,0.1396,0.2886,0.0094,-0.4016,-0.0081,0.5861,0.2139,-0.3929,0.5378,0.2078
"ENSG00000135541.20_AHI1",0.1668,0.5035,0.4797,-0.4098,0.2517,0.7918,0.0389,0.3334,0.6372,0.5229,0.0825,-0.1684,-0.3271,-0.2735,0.2978,1.2843,-0.2889,-0.8295,-0.3142,0.5575,-0.6805,0.4004,-0.298,-0.285,-0.8009,0.1363,-0.3164,0.0157,0.2024,-0.1309,-0.3065,0.9802,-0.0648,0.1195,-0.476,-0.7908,0.2928,0.1973,0.9056,0.9465,-1.3931,0.2925,0.3001,-0.7391,1.1655,-0.4518,-0.1956,-0.0531,-0.3181,0.9205,0.3962,-0.2536,0.39,-0.3365,0.2515,0.0649,-0.1741,0.4981,0.2667,0.519,-0.8244,0.1409,0.3604,0.2617,0.676,-0.383,0.0046,-0.2296,0.4334,0.4717,0.657,-0.8262,0.0605,-0.5045,0.1475,0.4239,0.7895,0.9381,0.142,0.303,0.0067,0.0505,0.254,0.0842,0.469,0.3763,1.6456,0.0527,0.2301,0.127,0.6794,-0.2258,-0.3886,0.1306,0.5899,0.4831,0.8307,0.123,-0.0359,0.0708,0.2905,0.3247,0.5378,-0.4664,0.339,0.783,0.3822,0.1075,-0.1274,-0.6264,-0.7024,-0.3592,-0.1347,-0.6213,-0.244,-0.6224,-0.5558,0.1467,-0.7144,0.414,-0.157,0.7786,-0.9263,-0.3369,-0.7196,-0.0265,-0.4908,-0.3961,0.894,-0.4653,0.0717,1.7174,-0.5562,0.6204,0.2812,-0.6376,0.182,0.6645,-0.6057,-0.7265,0.3088,-0.3222,-0.1206,0.0601,-0.3274,0.3388,-1.3353,0.0599,-0.3839,-0.3066,0.1404,-0.2397,-0.3326,-0.4303,-0.2518,0.0655,-0.2616,-0.4264,0.2325,-0.344,-0.4828,-0.4937,0.0076,-0.6925,-0.454,0.2886,-0.4377,-0.0155,0.1293,-0.042,0.5669,0.057,-0.3378,-0.1257,0.3243,-0.4194,-0.2675,-0.2839,-0.1825,-1.2825,-0.9997,-0.4957,-0.7003,0.3431,0.4824,-0.885,-0.1701
"ENSG00000135525.18_MAP7",0.534,-0.1996,0.8555,0.2958,1.1532,-0.8869,0.1238,0.2658,-0.254,-0.2187,-0.0758,-0.497,-0.3312,0.0295,0.0046,0.2421,-0.029,-0.5206,-0.4442,-0.3018,-0.329,-0.203,0.0966,0.3086,-0.4647,-0.1205,-0.5261,0.1204,-0.4684,0.0321,0.0872,0.2021,0.2417,0.329,-0.2874,-0.2592,-0.1113,0.0592,-0.2873,-0.4321,-0.2268,-0.0686,0.0044,0.0534,-1.009,-0.0464,-0.1578,0.1371,-0.2548,0.5974,0.0662,-0.2273,0.1384,-0.0406,0.2436,0.07,-0.0354,-0.1689,-0.1678,0.7412,0.0854,0.3175,-0.1997,0.1972,0.5109,0.1539,-0.3831,0.2376,-0.5551,1.109,-0.1905,0.0374,0.0904,-0.4302,-0.2697,0.2763,0.6147,0.1538,-0.2301,0.0228,-0.232,-0.2136,-0.3683,-0.3056,0.1118,-0.7091,-0.3636,0.0673,-0.0457,0.2394,0.2404,-0.2748,-0.4526,0.2825,-0.2834,0.0984,-0.5928,-0.085,0.0018,-0.3212,0.0231,-0.3366,-0.5107,0.241,-0.326,-0.482,-0.5721,-0.1178,-0.5411,-0.3924,0.2435,0.0483,-0.2097,0.1571,-0.1824,0.5664,0.1874,-0.2201,0.5319,0.214,-0.623,0.8571,-0.4869,-0.4982,-0.7255,0.2304,-0.3644,-0.5131,-0.4176,0.2957,-0.023,1.0737,0.8488,1.1142,0.1462,-0.0465,1.4434,1.9272,-0.4898,-1.0436,-0.2968,-0.5688,0.0144,-0.0718,-0.1362,-0.381,-0.1442,0.0386,0.7305,0.8686,-0.3398,-0.0473,-0.2443,-0.1935,0.26,-0.2923,-0.0585,-0.4541,0.5164,-0.1815,0.071,1.9991,0.0844,0.1289,0.1748,0.3182,0.2995,0.3335,0.9174,-0.6905,0.2022,0.135,-0.0014,0.2619,-0.0704,-0.4138,0.0424,0.0538,-0.1001,-0.4838,1.2946,-0.1736,-0.2909,-0.0477,0.8253,-0.2416,-0.398
"ENSG00000197442.9_MAP3K5",0.0066,0.1819,0.2917,0.1401,-0.0194,-1.0921,0.1834,0.1216,0.1208,0.0123,-0.9122,0.1495,0.2527,-0.0833,-0.137,-1.8165,0.517,0.0701,0.2794,0.6318,0.1338,-0.0843,0.307,-0.0193,-0.4269,0.2818,-0.1232,-0.5303,0.2063,0.4233,-0.1118,0.1639,0.1205,-0.5721,0.2562,0.3224,0.299,0.2621,0.1859,-0.549,0.0896,0.1836,0.6146,0.3168,-0.8864,0.8133,0.115,0.1597,0.3843,-1.0196,0.4727,-0.3408,0.9072,0.1372,0.1398,0.3137,0.3158,0.4234,0.4594,0.1095,0.3426,-0.2838,0.2986,0.572,-0.3731,-0.0424,-0.089,-0.148,-1.0019,-0.3223,-0.8103,0.2336,0.643,-0.8342,0.7686,-0.9326,0.4097,1.0458,0.7119,-0.0102,0.1977,-0.2295,-0.2704,-0.4307,0.0501,-0.8215,-0.4573,-0.1109,0.0888,0.2229,0.1988,-0.0864,-0.5909,0.2392,-0.0121,0.7759,-0.2371,0.2831,0.2746,0.1307,-0.1862,0.1049,-0.1905,0.2758,-0.0904,0.2225,-0.8691,0.3365,-0.1307,0.0639,-2.0136,0.3041,0.4028,-0.5263,0.4946,-0.2139,0.0592,0.3809,-1.1133,-0.5792,-0.0109,-0.1199,-0.0446,0.0986,-0.5425,0.1474,-0.0873,0.3826,0.1594,-0.8998,-0.0016,-0.6705,-0.8275,-0.4099,0.0709,0.2203,-1.2166,-0.8158,-0.4567,-0.9816,0.2199,0.1245,0.2892,0.312,0.0352,0.0603,0.3391,-0.0811,-0.0272,-0.4093,0.1628,0.2463,-0.609,0.2198,-0.8937,-0.0668,0.3906,0.5318,-0.0933,-0.2604,0.2155,0.2182,-0.3699,0.5223,-0.5901,0.1022,0.0184,0.2753,0.4783,-0.2526,0.32,0.5284,-0.0994,-0.1271,0.6451,0.111,0.5698,0.4495,0.1815,0.3133,0.2656,0.4533,0.6097,0.3313,0.4443,0.5258,0.0985
"ENSG00000118503.14_TNFAIP3",-0.4358,-0.3111,-0.8796,-0.3519,-0.1242,-0.2837,-0.1077,-0.4071,-0.9908,-0.0254,-0.0345,0.2335,0.0068,-0.4174,-0.955,-0.2059,-0.0558,1.4499,0.0203,-0.0762,0.0795,0.5506,-0.4553,0.6243,0.7434,-0.1773,-0.249,-0.3258,0.0157,-0.4014,2.0134,-0.015,-0.7336,-0.3161,0.7575,-0.0751,1.1804,0.0489,-0.0645,1.0782,-0.3121,-0.573,-0.4869,-0.5248,-0.7529,0.0472,0.8885,-1.1094,-0.5476,2.1463,-0.3998,-0.4606,-0.432,-0.8156,0.1235,-0.5625,0.0097,-0.0531,-0.5956,-0.4815,-0.0625,-0.1284,-0.6597,-0.4311,1.8928,0.4536,-0.1857,0.0945,-0.0929,-0.1426,1.6245,0.2667,-0.2786,-0.0709,-0.2826,0.4816,0.2392,0.3111,-0.3244,-0.1893,1.514,0.8049,1.3737,-0.3869,-0.2996,0.425,0.5246,0.0016,-0.5524,0.5572,-0.1701,0.1514,2.9869,-0.9144,-0.3337,-0.0323,-0.0671,0.9511,0.0171,-1.0327,-0.3802,-0.4068,-0.2463,-0.8707,0.2721,0.3085,2.3114,-0.977,0.6706,-0.6904,0.6437,0.07,-0.1959,-0.4965,-0.1464,-0.35,0.5118,-0.3213,0.6927,1.6324,-0.7477,-0.0204,0.3206,-0.4777,-0.4861,-0.0832,0.2843,0.4539,0.0276,1.0616,0.2048,1.8003,-0.2012,-0.4056,-0.425,-0.3134,1.4268,2.1466,0.0721,0.6853,-0.0351,-0.3967,0.7934,-0.5712,-0.096,-0.5355,-0.2816,-0.8363,-0.9028,-1.0744,0.5879,-0.5485,-0.7269,-0.4402,-0.9129,-0.2174,-0.0225,-1.0071,0.0091,-0.8177,-0.729,1.8514,-0.2646,0.1395,0.0314,-0.9187,-0.4673,0.1486,0.0812,-0.4399,-0.0726,-0.8131,-0.1398,-0.3152,3.8933,-0.4494,-0.4161,-0.9139,-1.0201,-0.5814,-0.6563,-0.5898,0.6751,0.0029,-0.6278,-0.1918,-0.0079
"ENSG00000164442.9_CITED2",-0.076,0.2835,0.2373,0.4585,-0.0218,-0.4614,-0.379,0.3116,0.7644,0.2495,-0.0988,0.6157,0.3653,0.5681,0.0854,-1.3171,0.256,-1.0186,-0.3841,0.2824,-0.0562,0.1047,-0.1397,0.7811,-0.141,0.1646,-0.319,0.8225,0.07,0.5857,-1.1096,0.0765,0.9089,-0.3838,-0.148,0.2876,0.4921,-0.5096,0.0405,0.1281,0.4775,0.7605,-0.2774,-1e-04,-0.5639,0.466,0.3753,0.3148,-0.5547,0.3903,-0.3321,-0.0865,0.155,0.1028,-0.4654,0.2741,0.3894,1.1027,0.715,-0.1121,-0.0938,-0.2018,-0.185,0.7492,-1.5281,0.6391,-0.5845,0.8128,-1.636,-1.1663,0.0234,-0.2448,0.4599,-0.5947,0.9518,-1.5122,0.4413,-0.3271,-0.1837,0.2977,0.5413,-0.0208,0.5231,-0.0652,0.2127,-0.372,-1.9285,-0.9943,0.5358,-0.9567,0.6094,0.2843,-1.0715,1.0078,-0.4375,-1.1315,0.288,0.157,0.8298,0.7448,0.0475,0.3794,0.327,-0.1302,-0.2533,0.1278,-0.6064,0.242,0.2652,0.0765,-1.7825,-0.3366,0.0086,-0.3058,0.7609,0.0451,0.1781,0.9848,-0.7292,-0.5938,-0.1694,0.6245,-0.2606,-0.4448,0.1321,0.1444,-0.1211,-0.3044,-0.3981,-0.3565,-0.1185,-1.2963,-0.6336,-0.5021,1.044,-0.0379,-1.7679,-1.5213,-0.5455,-0.9736,0.5043,0.2461,-0.0941,0.1664,-0.0365,0.0384,0.3182,1.0932,0.1871,0.7758,0.086,-0.07,0.0884,-0.6481,0.6322,0.2827,-0.3338,0.398,0.698,0.3482,0.5793,-0.3725,0.1046,0.1403,0.4828,-0.1661,0.5303,0.0809,0.2269,0.5015,-0.5794,0.2173,-0.2921,-0.0208,-1.0117,-0.0955,-0.0118,0.3,-0.11,0.1446,0.6473,0.8717,0.235,0.6882,-0.538,0.8528,0.335
"ENSG00000112419.14_PHACTR2",0.0933,-0.1791,0.2128,0.6555,0.0136,0.7212,-0.0564,0.0336,0.0187,0.5123,-0.2531,0.549,-0.3773,-0.075,-0.4794,-1.587,0.1974,0.6943,-0.0691,0.0019,0.2122,0.0198,0.7612,-0.1989,-0.3035,-0.3731,-0.5465,0.5011,0.4017,0.2243,-0.1684,-0.2953,-0.2054,-0.7787,0.3832,0.1764,0.2781,-0.456,0.6174,0.0861,0.2704,0.0386,-0.0172,-0.0164,0.5188,0.0834,0.1513,0.1052,-0.2146,-0.8479,-0.045,-0.1215,-0.7281,0.1661,-0.5215,0.2258,0.2906,-0.2763,-0.2655,0.0191,-0.7351,0.1518,-0.0365,0.6137,0.1075,0.3467,-0.0352,0.5238,0.194,-1.4579,-0.2073,0.57,0.9782,0.3358,-0.0384,-1.6928,0.2743,0.0676,0.6995,0.1138,-0.3744,0.5855,0.5049,-0.026,0.2864,-0.4752,0.4718,-0.7852,0.1483,0.5182,0.0042,0.2125,0.3773,0.8953,-0.0324,0.7486,0.5354,0.2386,0.6407,1.0089,-0.7245,0.7805,0.5618,0.2902,-0.0736,0.3135,-0.0548,0.1123,0.4081,-0.2217,-1.5785,-0.0487,0.0984,-0.0117,1.1996,0.4395,0.0114,0.1017,-0.9247,-0.8403,0.2734,-0.5943,-0.918,-0.2478,-0.197,0.1181,-0.4609,0.1946,-0.2723,-0.8688,-0.4633,-1.2034,-0.5068,-1.0531,-0.0143,0.2912,-1.2788,-0.4709,-0.3703,-0.2687,0.2669,-0.1225,-0.1727,0.7471,-0.1312,0.1635,-0.0504,-0.6832,0.0184,-0.9594,0.2936,-0.0059,0.2502,-0.5705,0.2802,0.0635,-0.6663,0.6658,-0.3667,-0.5843,0.1914,-1.0171,0.0953,0.0123,-0.4256,0.0338,-0.2897,-0.3415,0.2861,0.7957,-0.186,1.0234,0.0253,0.2222,0.2587,0.3887,0.8598,0.3547,0.3683,0.4331,-0.8611,0.6826,-0.1704,0.7263,-0.3161,0.593,0.2585
"ENSG00000118495.18_PLAGL1",-0.8189,0.4331,0.6623,0.4052,-0.0268,0.2183,0.7886,-0.3112,0.3663,0.41,-0.1546,-0.1319,-0.9834,-0.9711,0.1215,-1.4165,0.157,0.3174,-0.0406,0.4658,-0.1411,0.1525,0.8445,-0.4161,-0.1202,0.0079,-0.1281,0.4387,0.4871,-0.0427,-0.9645,-0.6522,-0.2233,-0.5515,-0.1722,0.0353,0.2176,-0.2805,0.4556,0.3576,0.982,0.6442,0.5184,0.273,0.9508,-0.4161,-0.3009,-0.0531,-0.4375,0.0365,0.4047,0.4009,-0.4305,-0.265,-0.3759,0.4162,0.4372,-0.7387,0.3113,-0.4461,-0.489,0.2377,0.2431,-0.2959,0.2404,0.6838,0.4079,1.1359,0.3854,-0.9333,0.2087,0.9134,0.338,0.2033,-0.0694,-1.6207,0.0871,-0.2128,0.111,0.8428,-0.8236,-0.1105,0.2138,0.0985,0.0183,-0.8847,1.1464,-0.196,0.3576,0.2269,-1.4126,0.2533,0.7544,0.7079,-0.2487,1.0982,0.8187,0.0582,-0.7407,0.694,1.1336,1.0102,0.7174,0.3368,-0.0331,0.0537,0.0972,0.5566,0.6145,-1.2094,-1.4492,0.0853,-0.2244,0.5124,0.4111,0.3378,-0.168,0.3108,-0.4779,-0.4292,0.2794,-0.0714,-0.6626,-0.2812,-0.0804,-0.2316,-0.9265,-0.0731,-0.8297,-0.7765,-0.3275,-0.9783,-0.9336,-0.3982,-0.3201,0.1351,-1.0417,-0.2108,0.3655,-0.0933,0.4885,-0.59,-0.762,0.1774,-0.0652,0.753,0.0027,0.856,-0.0825,-0.6166,-0.3109,0.316,0.5747,-0.8042,0.7769,-0.1727,-0.8756,0.7257,0.3429,0.3066,0.1232,-1.5304,0.0319,0.1086,-0.768,-0.8464,0.3282,-1.1321,0.2444,0.768,-0.0023,0.8514,0.0169,0.7355,0.0811,0.3662,0.4382,0.0521,0.1408,-0.839,-0.9402,0.2369,-0.1047,0.4809,-0.7346,0.386,0.5841
"ENSG00000164506.14_STXBP5",0.1187,-0.0731,1.2251,-0.0716,0.8128,-0.3389,0.0247,-0.5865,0.4144,0.1583,-0.3578,-0.6705,1.3706,-0.5106,1.1024,-0.5246,-1.2793,-0.6975,0.8428,0.1406,0.1125,0.2221,-0.4123,-0.1313,0.2651,0.4189,0.1314,0.276,0.0546,0.2248,-0.9597,0.7085,0.0225,0.0237,-0.7187,-0.1387,-0.5037,-0.0631,-0.226,-0.9168,0.0945,-0.1793,0.185,0.0202,-0.6331,0.2034,-0.3067,0.2361,-0.3811,-0.1921,-0.0032,0.1531,1.3904,0.2468,-0.2595,0.8862,0.8871,-0.3961,-0.0367,-0.1006,1.063,0.5056,0.8423,0.0221,-0.2055,-0.4027,0.7887,-0.0261,-0.2461,0.015,-0.4485,0.2332,-0.9338,-0.0671,0.149,-1.4846,-0.4917,0.6851,0.8312,0.8063,-0.3059,-0.1328,0.0807,0.4361,0.8654,-0.1307,0.876,-0.0922,0.6389,-0.7987,-0.2366,0.3781,-0.0922,0.0461,0.3848,0.7797,-0.1623,-0.2855,-0.1975,-0.1011,-0.6433,-0.4024,-0.211,0.407,-0.1992,0.3097,-0.2978,0.6911,-0.1367,0.6195,-0.9895,0.4154,0.6377,0.116,0.5983,0.2063,-0.1469,-0.4221,0.0319,-0.2239,-0.2537,-0.4473,0.8328,-0.5247,-0.6545,-0.6087,-0.3368,0.5295,0.1929,-0.1041,-0.4437,-1.3509,0.1515,0.4365,0.288,0.3019,0.2145,-0.9629,-0.2464,-0.4431,0.0107,-0.7567,-0.6835,0.1576,-0.1041,0.1292,-0.2601,-0.5916,0.0604,-0.0677,-0.4579,-0.9809,-0.0496,-0.2549,0.079,-0.2141,0.3147,-0.4076,-0.1404,-0.1396,0.1628,-0.1025,0.5748,-0.3705,-0.3173,-0.7781,0.5791,0.1547,-0.0431,0.4418,0.1851,0.2814,0.4539,-0.6239,-0.5446,0.1968,0.0726,-0.7871,0.0892,-0.5061,0.15,0.5394,0.8858,0.7105,1.0245,0.2031,-0.0961
